beta,n_seeds,C_mean,C_std,late_distance_mean,late_distance_std,final_R_mean,final_P_mean,final_S_mean
0.0,8,0.642857142857143,0.0,0.03217983167052156,0.02112426814045407,0.34867187499999996,0.318984375,0.33234375000000005
0.1,8,0.4698950706411644,0.0067283951177958224,0.048042552875840895,0.021273318909243343,0.321171875,0.34367187499999996,0.33515625
0.5,8,0.08544924346486846,0.002393986928128469,0.0580016727002136,0.03681058687306471,0.32203125,0.34406249999999994,0.33390624999999996
